NUMERO FAKE FAMILIA,ANO NASCIMENTO,BAIRRO,BENEFICIO CONCEDIDO,DATA CONCESSÃO,SERVIÇO,LOCAL DE EXECUÇÃO,DIA CONCESSÃO,MES CONCESSÃO,ANO CONCESSÃO
125638635,1956,VISTA ALEGRE,AVISE 1X300,11/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VISTA ALEGRE I,11,10,2021
124413175,1982,GRANJA WERNECK,AVISE 1X300 RENOVADO,13/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS NORTE,13,10,2021
123565409,1995,ENGENHO NOGUEIRA,AVISE 1X300,13/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS PAMPULHA,13,10,2021
123621500,2001,VILA MARIA,AVISE 1X300,13/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA MARIA,13,10,2021
125476077,1968,AP 403,AVISE 1X300,13/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS GRANJA DE FREITAS,13,10,2021
123778134,1997,DE FREITAS,AVISE 1X300,13/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS GRANJA DE FREITAS,13,10,2021
123554620,1978,CAPITAO EDUARDO,AVISE 1X300,13/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS CONJUNTO PAULO VI,13,10,2021
124077549,1983,VENTOSA PRIMEIRA SECAO,AVISE 1X300 RENOVADO,13/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS HAVAÍ/VENTOSA,13,10,2021
125457204,2001,VENTOSA PRIMEIRA SECAO,AVISE 1X300,13/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS HAVAÍ/VENTOSA,13,10,2021
125637973,2002,MIRAMAR,AVISE 1X300 RENOVADO,13/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-B,13,10,2021
123592054,1974,SANTA TEREZA,AVISE 1X300 RENOVADO,14/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-L,14,10,2021
125659721,1972,OCUPACAO VITORIA,AVISE 1X300,14/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,14,10,2021
125638688,1999,OCUPAÇÃO ROSA LEÃO,AVISE 1X300,14/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,14,10,2021
125476363,1961,PARAISO,AVISE 1X300 RENOVADO,14/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-L,14,10,2021
125638921,1996,OCUPAÇÃO VITORIA,AVISE 1X300,14/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,14,10,2021
124460613,1980,LINDEIA,AVISE 1X300,14/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS BARREIRO,14,10,2021
125524249,1974,POMPEIA,AVISE 1X300 RENOVADO,14/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-L,14,10,2021
125659959,1972,VILA VISTA ALEGRE,AVISE 1X300,14/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VISTA ALEGRE I,14,10,2021
124265602,1966,FLORESTA,AVISE 1X300,14/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-L,14,10,2021
125145744,2001,TUPI A,AVISE 1X300 RENOVADO,14/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,14,10,2021
124971268,1996,JAQUELINE,AVISE 1X300 RENOVADO,15/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,15,10,2021
125142606,1992,VILA VISTA ALEGRE,AVISE 1X300 RENOVADO,15/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VISTA ALEGRE I,15,10,2021
123580440,1967,NOVA CINTRA,AVISE 1X300,15/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VISTA ALEGRE I,15,10,2021
124337105,1987,ROSA LEÃO,AVISE 1X300,15/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,15,10,2021
124756906,1980,JULIANA,AVISE 1X300 RENOVADO,15/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,15,10,2021
124467771,1956,COPACABANA,AVISE 1X300,15/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,15,10,2021
125660038,1976,OCUPACAO VITORIA,AVISE 1X300,15/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,15,10,2021
123947911,1961,GUARANI,AVISE 1X300 RENOVADO,15/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,15,10,2021
125637941,2002,LAGOINHA,AVISE 1X300,15/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA SENHOR DOS PASSOS,15,10,2021
124325260,1984,CAMPO ALEGRE,AVISE 1X300,18/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,18,10,2021
123937681,1970,CABANA VISTA ALEGRE,AVISE 1X300 RENOVADO,18/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VISTA ALEGRE I,18,10,2021
125660069,1989,VILA VISTA ALEGRE,AVISE 1X300,18/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VISTA ALEGRE I,18,10,2021
124889037,1989,SAO MARCOS,AVISE 1X300,18/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS NORDESTE,18,10,2021
123756642,1960,VISTA DO SOL,AVISE 1X300 RENOVADO,19/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS NORDESTE,19,10,2021
125659525,2003,JARDIM LEBLON,AVISE 1X300,19/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,19,10,2021
124410462,1997,OCUPAÇÃO ROSA LEÃO,AVISE 1X300,19/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,19,10,2021
123780719,1986,VILA NOVO SAO LUCAS,AVISE 1X300,19/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-CS,19,10,2021
125145783,1939,NOVA SUISSA,AVISE 1X300 RENOVADO,19/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS OESTE,19,10,2021
124466574,1973,SAO JOSE,AVISE 1X300,20/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS HAVAÍ/VENTOSA,20,10,2021
124505458,1984,GOIANIA,AVISE 1X300,20/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,20,10,2021
124461380,1973,OCUPAÇÃO VITORIA,AVISE 1X300,20/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,20,10,2021
123900945,1968,NOSSA SENHORA DA APARECIDA,AVISE 1X300,20/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS CENTRO SUL,20,10,2021
123841325,1972,NOVA CINTRA,AVISE 1X300 RENOVADO,21/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VISTA ALEGRE I,21,10,2021
125523534,1986,VILA VISTA ALEGRE,AVISE 1X300 RENOVADO,21/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VISTA ALEGRE I,21,10,2021
124262322,1977,JARDIM FELICIDADE,AVISE 1X300,21/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS CONJUNTO JARDIM FELICIDADE,21,10,2021
124240700,1994,VILA NOVA,AVISE 1X300,21/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,21,10,2021
124467925,1980,SANTA AMELIA,AVISE 1X300,21/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-P,21,10,2021
125660389,1981,JARDIM VITORIA,AVISE 1X300,21/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA MARIA,21,10,2021
125660276,1984,GOIANIA,AVISE 1X300,21/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,21,10,2021
125660196,2000,FLORAMAR,AVISE 1X300,21/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,21,10,2021
123837029,1984,VENTOSA PRIMEIRA SECAO,AVISE 1X300 RENOVADO,22/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS HAVAÍ/VENTOSA,22,10,2021
124971280,1961,GUARANI,AVISE 1X300,22/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,22,10,2021
123860958,1959,FLORAMAR,AVISE 1X300,22/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,22,10,2021
125660540,1987,OCUPAÇÃO ESPERANÇA,AVISE 1X300,22/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,22,10,2021
125660266,1996,TUPI B,AVISE 1X300,22/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,22,10,2021
124403052,1986,BURITIS,AVISE 1X300,22/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VISTA ALEGRE I,22,10,2021
124756964,1961,ARAGUAIA,AVISE 1X300,22/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-B,22,10,2021
124138436,2005,MORRO DAS PEDRAS (BAIRRO),AVISE 1X300,22/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA ANTENA,22,10,2021
125660569,1986,CONJUNTO JATOBA,AVISE 1X300,25/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-B,25,10,2021
125660143,1963,LEONINA,AVISE 1X300,25/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA ANTENA,25,10,2021
125660441,1967,JAQUELINE,AVISE 1X300,25/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,25,10,2021
124427487,1994,VILA ECOLOGICA,AVISE 1X300,25/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS PETRÓPOLIS,25,10,2021
123741204,2001,JARDIM GUANABARA,AVISE 1X300,25/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,25,10,2021
124427317,1978,JARDIM VITORIA,AVISE 1X300 RENOVADO,25/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA MARIA,25,10,2021
125660470,1979,ROSA LEÃO,AVISE 1X300,25/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,25,10,2021
123476379,1956,JAQUELINE,AVISE 1X300,25/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,25,10,2021
125659150,1969,RIBEIRO DE ABREU,AVISE 1X300,25/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,25,10,2021
124464441,1962,VITORIA,AVISE 1X300 RENOVADO,25/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,25,10,2021
125659074,1984,VILA DOS ANJOS,AVISE 1X300,26/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-VN,26,10,2021
125660706,1963,BOA VISTA,AVISE 1X300,26/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-L,26,10,2021
123836766,1979,VENTOSA PRIMEIRA SECAO,AVISE 1X300 RENOVADO,26/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS HAVAÍ/VENTOSA,26,10,2021
124209111,1990,JARDIM FELICIDADE,AVISE 1X300,26/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS CONJUNTO JARDIM FELICIDADE,26,10,2021
125637742,1982,CONCORDIA,AVISE 1X300 RENOVADO,26/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,26,10,2021
125524304,1976,GRANJA DE FREITAS,AVISE 1X300,26/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS GRANJA DE FREITAS,26,10,2021
124464287,1976,HORTO FLORESTAL,AVISE 1X300,26/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-L,26,10,2021
125659220,2000,VILA SUMARE,AVISE 1X300,26/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA ANTENA,26,10,2021
125660659,1998,HAVAI,AVISE 1X300,26/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS HAVAÍ/VENTOSA,26,10,2021
124302125,1982,CEU AZUL,AVISE 1X300,26/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-VN,26,10,2021
125660739,1998,ZILAH SPÓSITO,AVISE 1X300,26/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,26,10,2021
124315606,1982,ROSA LEÃO,AVISE 1X300,26/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,26,10,2021
124417687,1989,JARDIM VITORIA,AVISE 1X300,27/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,27,10,2021
125660786,1969,SAO GABRIEL,AVISE 1X300,27/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,27,10,2021
124301660,1990,VILA REAL SEGUNDA SECAO,AVISE 1X300 RENOVADO,27/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA SANTA ROSA,27,10,2021
125660699,2002,SAO JORGE SEGUNDA SECAO,AVISE 1X300,27/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS GRACA SABOIA/MORRO DAS PEDRAS,27,10,2021
124015205,1957,GUARANI,AVISE 1X300,27/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,27,10,2021
124407607,1987,OCUPAÇÃO ROSA LEÃO,AVISE 1X300,27/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,27,10,2021
125660642,2000,MORRO DAS PEDRAS,AVISE 1X300,27/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS GRACA SABOIA/MORRO DAS PEDRAS,27,10,2021
123587716,1964,JARDIM LEBLON,AVISE 1X300,27/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,27,10,2021
123877975,1974,ALPES,AVISE 1X300,27/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA ANTENA,27,10,2021
124020959,1980,JAQUELINE,AVISE 1X300,28/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,28,10,2021
123580978,1968,SALGADO FILHO,AVISE 1X300,29/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS HAVAÍ/VENTOSA,29,10,2021
123580978,1968,SALGADO FILHO,AVISE 1X300,29/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS HAVAÍ/VENTOSA,29,10,2021
125658545,1988,VILA NOSSA SENHORA DO ROSARIO,AVISE 1X300 RENOVADO,29/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-L,29,10,2021
124463313,1987,HAVAI,AVISE 1X300 RENOVADO,29/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS HAVAÍ/VENTOSA,29,10,2021
125660958,1983,JARDIM GUANABARA,AVISE 1X300,29/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,29,10,2021
124464371,1970,VISTA ALEGRE,AVISE 1X300,29/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VISTA ALEGRE I,29,10,2021
125660909,1994,OCUPAÇÃO VITÓRIA,AVISE 1X300,29/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,29,10,2021
125144829,1996,BOA VISTA,AVISE 1X300 RENOVADO,29/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-L,29,10,2021
124419573,1999,OCUPAÇÃO PAULO FREIRE,AVISE 1X300,29/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS PETRÓPOLIS,29,10,2021
125660921,1982,JARDIM GUANABARA,AVISE 1X300,29/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,29,10,2021
125571366,1973,SAGRADA FAMILIA,AVISE 1X300 RENOVADO,29/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-L,29,10,2021
125524030,1973,INDEPENDENCIA,AVISE 1X300,29/10/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,29,10,2021
123741073,1973,JARDIM GUANABARA,AVISE 1X300,29/10/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,29,10,2021
125661037,1997,FLAVIO MARQUES LISBOA,AVISE 1X300,01/11/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA CEMIG,01,11,2021
124469018,1988,APOLONIA,AVISE 1X300,01/11/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,01,11,2021
124335638,1979,VILA ZILAH SPOSITO,AVISE 1X300 RENOVADO,01/11/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,01,11,2021
124462243,1966,BOA VISTA,AVISE 1X300,03/11/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-L,03,11,2021
125661091,1982,FLORESTA,AVISE 1X300,03/11/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-L,03,11,2021
125661149,1996,MONTE AZUL,AVISE 1X300,03/11/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,03,11,2021
123965691,1981,VILA ANTENA,AVISE 1X300,03/11/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VILA ANTENA,03,11,2021
125660745,1975,VILA VISTA ALEGRE,AVISE 1X300,03/11/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VISTA ALEGRE I,03,11,2021
125523659,1993,PEDREIRA PRADO LOPES,AVISE 1X300 RENOVADO,03/11/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS PEDREIRA PRADO LOPES,03,11,2021
124344887,1996,PARAISO,AVISE 1X300 RENOVADO,03/11/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-L,03,11,2021
123765022,1986,URCA,AVISE 1X300,03/11/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS PAMPULHA,03,11,2021
124460167,1981,RIO BRANCO,AVISE 1X300,03/11/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO ESPECIALIZADO A FAMÍLIAS E INDIVÍDUOS - PAEFI,CREAS VENDA NOVA,03,11,2021
124265141,1994,VILA ZILAH SPOSITO,AVISE 1X300 RENOVADO,03/11/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,03,11,2021
125660800,1977,TAQUARIL,AVISE 1X300,04/11/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS GRANJA DE FREITAS,04,11,2021
123688528,1995,SANTA RITA,AVISE 1X300,04/11/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS PETRÓPOLIS,04,11,2021
125660788,1971,VILA VISTA ALEGRE,AVISE 1X300,04/11/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VISTA ALEGRE I,04,11,2021
125660031,2002,CONJUNTO TAQUARIL,AVISE 1X300,04/11/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS GRANJA DE FREITAS,04,11,2021
124345865,1977,JARDIM GUANABARA,AVISE 1X300 RENOVADO,05/11/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,05,11,2021
124972631,1981,TUPI B,AVISE 1X300 RENOVADO,05/11/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,05,11,2021
125638415,2002,IPE,AVISE 1X300 RENOVADO,05/11/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,05,11,2021
124929594,1975,JAQUELINE,AVISE 1X300 RENOVADO,05/11/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,05,11,2021
125637893,1988,FLORAMAR,AVISE 1X300 RENOVADO,05/11/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,05,11,2021
124365423,1984,VILA SUMARE,AVISE 1X300,05/11/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS SUMARÉ,05,11,2021
123903720,1968,VILA VISTA ALEGRE,AVISE 1X300,05/11/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VISTA ALEGRE I,05,11,2021
125658929,1964,JARDIM LEBLON,AVISE 1X300 RENOVADO,05/11/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,05,11,2021
123941107,1960,SAO MARCOS,AVISE 1X300 RENOVADO,05/11/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-NE,05,11,2021
124313337,1991,JARDIM LEBLON,AVISE 1X300,05/11/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,05,11,2021
125659442,1990,TUPI B,AVISE 1X300 RENOVADO,05/11/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,05,11,2021
124468893,2003,JARDIM LEBLON,AVISE 1X300 RENOVADO,05/11/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS APOLÔNIA,05,11,2021
125639072,1982,VILA VISTA ALEGRE,AVISE 1X300 RENOVADO,05/11/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS VISTA ALEGRE I,05,11,2021
123556325,1971,TUPI A,AVISE 1X300 RENOVADO,05/11/2021,EQUIPE DE PROTEÇÃO SOCIAL BÁSICA REGIONAL,GERASOC-N,05,11,2021
125638942,1991,OCUPAÇÃO VITÓRIA,AVISE 1X300 RENOVADO,05/11/2021,SERVIÇO DE PROTEÇÃO E ATENDIMENTO INTEGRAL À FAMÍLIA - PAIF,CRAS ZILAH SPÓSITO,05,11,2021
